"Gender","Suspicious","Betrayed","Worried","Distrustful","Jealousy","Rejected","Hurt","Anxious","Angry","Threatened","Sad","Upset","Attractiveness_check1","Attractiveness_check2","Assertiveness","Self_confidence","Extroverted","Influential","Socially_competent","Good_judge_of_character","Attractive_not_dominant_woman","Unattractive_dominant_woman","Attractive_dominant_woman","Unattractive_not_dominant_woman","Attractive_not_dominant_man","Unattractive_dominant_man","Attractive_dominant_man","Unattractive_not_dominant_man","Mate_value1","Mate_value2","Mate_value3","Mate_value4","Mate_value5","Mate_value6","Sample","Attractive_condition","Dominant_condition","ID"
2,5,3,4,4,5,4,5,5,5,5,4,5,5,5,4,5,4,4,5,3,NA,1,NA,NA,NA,NA,NA,NA,5,6,5,3,5,2,"Online","Not Attractive","Dominant",15
1,1,2,2,2,3,3,2,2,1,3,2,2,5,5,2,5,5,1,5,2,NA,NA,NA,NA,NA,NA,1,NA,5,3,2,5,5,3,"Online","Attractive","Dominant",16
2,3,2,2,2,2,2,2,1,1,1,2,2,6,7,3,3,3,3,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,5,5,5,5,5,"Online","Not Attractive","Not Dominant",17
2,1,1,1,2,2,1,1,1,1,1,1,1,3,3,4,4,5,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,5,4,5,5,5,4,"Online","Attractive","Dominant",18
2,3,3,4,4,5,3,4,4,4,3,4,4,6,4,4,3,4,1,2,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,3,3,3,1,"Online","Attractive","Not Dominant",19
1,3,2,5,2,1,1,3,5,3,1,1,1,6,5,2,3,4,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,5,4,4,1,4,1,"Online","Attractive","Not Dominant",20
2,3,4,3,2,3,4,3,3,4,2,2,1,4,5,3,4,3,4,5,1,NA,NA,1,NA,NA,NA,NA,NA,3,5,5,4,6,3,"Online","Attractive","Dominant",21
2,2,2,2,4,5,4,3,5,3,2,3,5,5,4,3,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,2,2,1,3,5,4,"Online","Attractive","Not Dominant",22
1,4,3,2,2,3,1,1,3,2,1,2,2,4,4,2,4,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,1,"Online","Not Attractive","Not Dominant",23
2,3,2,4,3,4,3,2,4,3,1,4,4,6,6,3,4,4,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,3,5,3,3,7,"Online","Not Attractive","Not Dominant",24
1,2,2,4,2,1,5,5,3,5,5,3,3,4,4,4,3,2,2,3,3,NA,NA,NA,NA,NA,NA,1,NA,4,4,2,7,7,6,"Online","Attractive","Dominant",25
2,1,1,1,1,2,2,2,4,2,1,1,1,4,5,4,3,3,3,4,5,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,5,5,2,"Online","Not Attractive","Not Dominant",26
1,4,4,4,4,5,4,5,5,4,4,5,5,5,2,5,5,5,5,5,4,NA,NA,NA,NA,NA,1,NA,NA,2,2,2,2,2,2,"Online","Not Attractive","Dominant",27
1,3,2,2,2,2,2,2,2,2,2,1,1,3,2,3,2,2,1,4,4,NA,NA,NA,NA,1,NA,NA,NA,5,3,2,1,3,1,"Online","Attractive","Not Dominant",28
2,2,2,2,2,2,2,2,2,2,2,2,2,4,3,4,4,3,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,5,4,3,2,4,4,"Online","Not Attractive","Dominant",29
1,3,2,2,3,3,1,1,4,1,1,2,3,6,6,2,2,2,2,3,4,NA,NA,NA,NA,NA,NA,NA,1,6,5,5,4,5,3,"Online","Not Attractive","Not Dominant",30
2,3,4,4,5,5,5,5,4,4,5,3,3,5,5,4,4,4,2,2,3,NA,1,NA,NA,NA,NA,NA,NA,5,4,3,4,4,4,"Online","Not Attractive","Dominant",31
2,3,2,3,2,3,2,2,3,3,2,1,2,3,4,4,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,5,5,5,5,6,3,"Online","Attractive","Dominant",32
2,2,3,2,2,3,1,1,2,1,1,1,1,6,6,4,4,4,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,4,5,3,5,6,3,"Online","Not Attractive","Dominant",33
2,4,4,4,3,4,4,4,4,3,3,5,5,6,7,4,4,5,4,5,3,NA,NA,1,NA,NA,NA,NA,NA,6,6,5,5,7,5,"Online","Attractive","Dominant",34
2,4,4,4,4,4,4,4,2,3,4,3,3,2,2,3,1,2,4,4,4,1,NA,NA,NA,NA,NA,NA,NA,2,5,5,5,5,5,"Online","Attractive","Not Dominant",35
1,2,2,2,2,3,1,2,3,3,1,2,2,4,5,4,4,5,4,5,4,NA,NA,NA,NA,NA,NA,1,NA,6,6,6,6,6,3,"Online","Attractive","Dominant",36
1,4,4,5,4,5,4,4,5,3,4,3,3,4,5,3,4,4,4,5,3,NA,NA,NA,NA,NA,1,NA,NA,4,4,3,4,5,2,"Online","Not Attractive","Dominant",37
1,3,1,2,2,2,1,1,1,1,1,1,1,6,6,3,2,4,2,2,3,NA,NA,NA,NA,NA,1,NA,NA,6,5,5,5,6,6,"Online","Not Attractive","Dominant",38
2,5,5,5,5,5,4,5,5,4,5,4,4,4,3,5,5,5,3,4,4,NA,1,NA,NA,NA,NA,NA,NA,5,5,3,6,4,3,"Online","Not Attractive","Dominant",39
2,3,3,3,3,3,4,4,2,4,2,5,5,6,4,3,2,2,2,3,4,NA,NA,NA,1,NA,NA,NA,NA,4,3,3,3,3,2,"Online","Not Attractive","Not Dominant",40
1,4,3,3,3,4,3,4,4,3,4,3,3,5,4,5,5,4,4,4,5,NA,NA,NA,NA,NA,NA,1,NA,4,3,3,2,2,1,"Online","Attractive","Dominant",41
2,3,2,2,2,3,2,2,2,2,2,2,2,3,4,2,2,2,2,3,2,NA,NA,NA,1,NA,NA,NA,NA,4,3,3,5,4,6,"Online","Not Attractive","Not Dominant",42
2,4,3,4,4,4,3,4,4,3,4,4,4,3,3,4,4,4,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,5,5,3,"Online","Attractive","Not Dominant",43
1,5,5,4,5,3,5,5,5,4,4,4,5,3,5,4,4,4,4,4,4,NA,NA,NA,NA,1,NA,NA,NA,5,5,6,3,6,3,"Online","Attractive","Not Dominant",44
2,2,3,3,2,5,4,3,1,3,4,2,2,3,3,4,5,4,5,5,4,NA,NA,1,NA,NA,NA,NA,NA,3,5,4,6,5,7,"Online","Attractive","Dominant",45
2,2,1,2,2,2,2,3,3,3,2,3,3,5,5,2,4,3,4,3,4,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,6,5,2,"Online","Not Attractive","Not Dominant",46
1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,2,4,2,3,1,NA,NA,NA,NA,1,NA,NA,NA,4,5,3,4,2,4,"Online","Attractive","Not Dominant",47
2,2,2,2,3,3,2,3,3,3,2,4,3,5,6,3,4,3,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,6,5,7,"Online","Not Attractive","Dominant",48
1,3,3,4,3,3,2,3,4,3,4,2,3,5,5,2,4,3,3,4,3,NA,NA,NA,NA,NA,NA,NA,1,5,4,4,3,5,4,"Online","Not Attractive","Not Dominant",49
2,4,4,4,5,5,3,4,5,4,5,4,5,3,4,4,5,4,4,5,5,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,2,5,"Online","Attractive","Dominant",50
1,2,1,1,2,3,2,1,1,1,1,2,2,4,3,4,4,3,4,5,5,NA,NA,NA,NA,NA,NA,1,NA,5,2,1,1,6,1,"Online","Attractive","Dominant",51
2,3,3,2,2,2,2,2,2,1,2,2,3,4,4,2,3,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,3,"Online","Attractive","Not Dominant",52
1,5,5,5,4,4,4,5,4,5,4,4,5,6,6,3,3,4,4,3,2,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,4,5,1,"Online","Not Attractive","Not Dominant",53
1,2,2,3,4,5,2,3,3,3,1,1,3,6,6,1,1,1,1,1,1,NA,NA,NA,NA,1,NA,NA,NA,6,3,5,5,6,4,"Online","Attractive","Not Dominant",54
2,2,2,2,2,3,2,2,2,1,2,2,2,1,1,4,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",55
2,4,4,3,4,3,3,4,2,4,1,3,3,3,4,4,4,5,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,5,5,5,3,5,3,"Online","Not Attractive","Dominant",56
2,3,2,2,3,3,2,3,2,2,1,1,1,4,6,2,3,2,2,4,4,1,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,6,4,"Online","Attractive","Not Dominant",57
2,2,1,1,1,2,1,1,1,1,1,2,2,3,3,4,4,4,4,3,3,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Not Attractive","Not Dominant",58
2,3,4,4,5,4,5,4,4,3,2,4,4,6,4,4,2,3,4,4,3,NA,1,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,"Online","Not Attractive","Dominant",59
1,2,2,3,2,2,2,3,3,3,1,2,2,6,6,2,2,2,3,1,4,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,2,"Online","Not Attractive","Not Dominant",60
1,5,5,5,5,5,4,4,5,5,4,5,4,4,5,4,4,3,5,2,5,NA,NA,NA,NA,NA,1,NA,NA,4,3,2,1,4,1,"Online","Not Attractive","Dominant",61
2,4,4,3,3,3,4,4,3,4,4,4,4,5,4,2,2,3,2,2,2,NA,NA,1,NA,NA,NA,NA,NA,3,5,3,5,3,6,"Online","Attractive","Dominant",62
2,4,4,4,4,3,2,3,4,4,3,2,3,4,5,2,2,3,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,5,6,"Online","Attractive","Not Dominant",63
2,2,2,2,2,3,2,2,2,1,2,3,2,5,5,4,4,4,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,6,6,6,6,6,3,"Online","Attractive","Dominant",64
2,3,2,2,2,3,5,4,5,1,2,5,5,3,4,3,2,2,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,6,5,5,5,5,4,"Online","Not Attractive","Not Dominant",65
2,2,2,2,2,3,2,2,3,1,1,2,2,5,5,2,4,4,4,4,1,1,NA,NA,NA,NA,NA,NA,NA,5,5,4,4,5,3,"Online","Attractive","Not Dominant",66
2,3,3,2,2,2,1,2,2,2,1,2,2,7,7,3,4,4,4,4,2,NA,1,NA,NA,NA,NA,NA,NA,5,6,6,6,6,4,"Online","Not Attractive","Dominant",67
1,2,2,3,2,4,2,2,4,2,3,2,2,3,3,3,4,4,3,4,4,NA,NA,NA,NA,NA,NA,1,NA,5,4,3,4,5,2,"Online","Attractive","Dominant",68
2,2,2,3,2,2,2,2,2,1,1,2,2,5,6,2,2,2,2,2,4,NA,NA,NA,1,NA,NA,NA,NA,4,3,2,1,3,1,"Online","Not Attractive","Not Dominant",69
1,2,3,2,2,3,2,2,3,1,3,2,2,6,5,2,2,2,2,2,2,NA,NA,NA,NA,NA,1,NA,NA,5,2,2,2,2,3,"Online","Not Attractive","Dominant",70
2,5,5,4,5,5,5,5,4,3,3,4,4,6,5,4,4,5,3,5,3,1,NA,NA,NA,NA,NA,NA,NA,3,5,3,2,5,2,"Online","Attractive","Not Dominant",71
2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,4,3,4,3,4,NA,NA,1,NA,NA,NA,NA,NA,3,3,4,3,3,2,"Online","Attractive","Dominant",72
2,2,1,1,2,2,1,1,2,1,1,1,1,5,4,1,1,1,1,3,3,NA,NA,NA,1,NA,NA,NA,NA,3,3,3,3,3,3,"Online","Not Attractive","Not Dominant",73
1,5,4,5,4,4,4,5,5,4,3,5,4,6,7,3,3,2,3,4,3,NA,NA,NA,NA,NA,NA,NA,1,4,5,4,4,4,5,"Online","Not Attractive","Not Dominant",74
2,2,2,2,2,3,2,2,2,2,2,2,2,5,5,4,4,3,4,5,4,NA,1,NA,NA,NA,NA,NA,NA,6,6,5,6,6,6,"Online","Not Attractive","Dominant",75
2,5,5,5,5,5,5,5,5,2,2,5,5,1,1,5,5,5,5,5,1,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",76
1,4,4,4,2,3,1,2,3,3,2,3,2,3,3,4,3,2,2,4,2,NA,NA,NA,NA,NA,NA,1,NA,5,6,4,3,6,3,"Online","Attractive","Dominant",77
2,2,2,2,2,2,2,2,1,2,1,2,2,4,5,2,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,3,2,2,2,2,1,"Online","Attractive","Not Dominant",78
2,4,4,5,4,4,2,4,5,4,5,5,5,3,6,2,2,4,2,3,4,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,3,6,5,"Online","Not Attractive","Not Dominant",79
2,2,2,2,2,2,4,4,5,3,4,4,4,3,6,4,5,5,5,5,3,NA,1,NA,NA,NA,NA,NA,NA,5,5,6,5,5,5,"Online","Not Attractive","Dominant",80
2,2,1,2,1,2,2,2,1,1,1,2,1,3,4,4,5,2,5,5,4,NA,1,NA,NA,NA,NA,NA,NA,4,5,3,3,5,2,"Online","Not Attractive","Dominant",81
1,4,4,4,4,4,4,5,3,4,3,4,3,7,7,3,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,1,6,6,6,6,6,1,"Online","Not Attractive","Not Dominant",82
2,2,3,2,2,2,1,3,2,2,2,3,3,4,4,3,5,5,4,4,2,NA,NA,1,NA,NA,NA,NA,NA,4,3,2,2,2,2,"Online","Attractive","Dominant",83
1,5,3,4,4,4,3,3,2,4,5,5,4,6,6,4,4,3,2,3,3,NA,NA,NA,NA,NA,1,NA,NA,6,4,6,3,3,6,"Online","Not Attractive","Dominant",84
1,4,3,4,4,4,4,2,5,5,3,4,4,3,5,2,2,3,2,3,3,NA,NA,NA,NA,1,NA,NA,NA,4,4,3,2,4,2,"Online","Attractive","Not Dominant",85
2,5,5,5,5,5,5,5,5,5,5,5,5,3,1,2,2,1,1,2,3,NA,NA,NA,1,NA,NA,NA,NA,5,1,1,1,1,1,"Online","Not Attractive","Not Dominant",86
1,4,5,4,5,4,4,3,3,5,4,2,1,5,3,4,5,3,2,4,3,NA,NA,NA,NA,NA,NA,1,NA,1,1,1,1,2,1,"Online","Attractive","Dominant",87
1,4,3,4,3,3,3,4,4,2,4,4,3,6,3,4,4,3,3,3,4,NA,NA,NA,NA,NA,NA,1,NA,4,4,3,3,4,3,"Online","Attractive","Dominant",88
1,4,4,4,3,4,4,4,5,3,3,4,4,6,6,3,4,2,4,3,4,NA,NA,NA,NA,NA,NA,NA,1,4,4,3,3,4,2,"Online","Not Attractive","Not Dominant",89
1,4,4,3,4,4,3,4,5,2,1,3,3,6,5,2,2,1,2,4,1,NA,NA,NA,NA,1,NA,NA,NA,6,5,5,5,5,2,"Online","Attractive","Not Dominant",90
2,2,2,3,3,4,3,2,3,2,2,1,3,5,4,3,4,2,4,5,4,1,NA,NA,NA,NA,NA,NA,NA,3,5,2,5,5,3,"Online","Attractive","Not Dominant",91
1,2,2,2,2,2,1,1,1,2,1,2,2,6,6,2,1,2,2,2,3,NA,NA,NA,NA,NA,1,NA,NA,6,6,6,5,6,3,"Online","Not Attractive","Dominant",92
2,3,3,3,4,2,2,2,3,3,2,2,2,3,5,4,4,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,4,4,4,4,4,4,"Online","Not Attractive","Not Dominant",93
2,3,5,5,5,4,5,5,5,5,5,5,5,3,7,4,5,4,4,5,5,NA,1,NA,NA,NA,NA,NA,NA,5,5,NA,NA,5,4,"Online","Not Attractive","Dominant",94
1,4,4,4,4,4,4,4,4,3,4,4,4,6,6,4,3,2,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,6,5,4,2,3,2,"Online","Not Attractive","Not Dominant",95
1,4,5,4,4,2,5,5,5,5,5,5,5,3,5,3,4,3,4,3,4,NA,NA,NA,NA,NA,NA,1,NA,6,6,6,3,6,4,"Online","Attractive","Dominant",96
2,4,3,5,4,4,3,2,4,2,3,2,2,3,4,1,2,2,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,5,3,3,4,5,5,"Online","Attractive","Not Dominant",97
1,4,4,5,3,5,4,3,5,3,5,4,4,4,2,2,2,3,4,2,4,NA,NA,NA,NA,1,NA,NA,NA,1,2,2,1,2,1,"Online","Attractive","Not Dominant",98
2,1,2,2,2,3,2,3,2,2,1,3,3,2,2,4,4,4,4,3,3,NA,NA,1,NA,NA,NA,NA,NA,5,2,2,4,5,1,"Online","Attractive","Dominant",99
2,2,1,2,2,1,1,1,2,1,2,1,1,5,5,2,2,1,1,3,3,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,5,5,3,"Online","Not Attractive","Not Dominant",100
1,4,4,3,3,4,2,2,3,2,2,2,2,4,4,2,2,3,3,2,4,NA,NA,NA,NA,NA,1,NA,NA,3,3,3,3,3,2,"Online","Not Attractive","Dominant",101
2,3,2,3,2,3,1,3,2,4,2,4,3,3,6,4,5,5,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,5,6,5,3,5,2,"Online","Attractive","Dominant",102
2,2,2,2,2,3,2,2,3,2,1,2,2,4,6,2,3,2,1,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,5,5,5,5,"Online","Attractive","Not Dominant",103
1,5,4,3,5,2,3,3,2,5,2,2,4,4,4,2,2,1,1,1,2,NA,NA,NA,NA,1,NA,NA,NA,4,4,5,2,3,2,"Online","Attractive","Not Dominant",104
1,3,2,2,1,3,2,2,1,1,1,1,2,4,6,3,3,3,3,3,2,NA,NA,NA,NA,NA,NA,NA,1,5,5,5,5,5,4,"Online","Not Attractive","Not Dominant",105
1,4,4,3,3,5,4,5,4,5,2,2,2,6,6,4,2,3,4,4,3,NA,NA,NA,NA,NA,1,NA,NA,5,4,4,3,5,3,"Online","Not Attractive","Dominant",106
1,4,3,5,3,2,3,4,4,5,5,3,2,4,5,4,4,4,4,5,3,NA,NA,NA,NA,NA,NA,1,NA,3,5,5,1,4,1,"Online","Attractive","Dominant",107
1,3,3,4,3,4,2,3,4,3,3,2,2,3,4,2,2,4,2,4,2,NA,NA,NA,NA,NA,NA,1,NA,6,5,5,6,5,4,"Online","Attractive","Dominant",108
2,4,3,3,4,5,4,5,4,3,2,4,5,6,3,4,5,4,3,4,3,NA,1,NA,NA,NA,NA,NA,NA,3,2,5,5,5,2,"Online","Not Attractive","Dominant",109
2,4,4,4,4,4,4,3,4,3,3,3,3,3,5,2,2,2,3,1,3,NA,NA,1,NA,NA,NA,NA,NA,6,5,5,4,5,4,"Online","Attractive","Dominant",110
2,5,5,5,5,4,5,5,3,5,1,5,5,5,6,3,4,4,5,5,4,NA,1,NA,NA,NA,NA,NA,NA,6,6,7,6,6,6,"Online","Not Attractive","Dominant",111
2,1,1,2,2,3,3,5,1,4,4,4,4,4,2,1,2,3,4,5,1,NA,NA,NA,1,NA,NA,NA,NA,2,3,3,2,2,4,"Online","Not Attractive","Not Dominant",112
2,4,4,4,2,4,3,4,4,3,2,4,4,3,5,2,3,2,2,3,3,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,6,5,5,"Online","Not Attractive","Not Dominant",113
2,3,4,3,3,4,3,5,3,3,3,4,4,4,4,3,2,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,4,4,4,4,4,"Online","Attractive","Not Dominant",114
2,1,2,1,1,4,2,1,2,1,1,1,1,6,7,4,2,2,4,2,5,NA,1,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,"Online","Not Attractive","Dominant",115
2,2,1,2,1,2,1,1,2,1,2,1,1,2,4,4,5,5,5,5,5,NA,NA,1,NA,NA,NA,NA,NA,3,5,5,5,5,6,"Online","Attractive","Dominant",116
1,4,3,4,3,1,3,3,4,2,2,2,2,4,5,4,4,3,3,2,2,NA,NA,NA,NA,1,NA,NA,NA,4,5,4,2,4,1,"Online","Attractive","Not Dominant",117
2,3,3,3,3,3,3,3,3,3,3,3,3,4,3,4,4,4,4,4,4,NA,NA,1,NA,NA,NA,NA,NA,3,2,2,2,2,2,"Online","Attractive","Dominant",118
2,4,5,5,3,5,5,5,5,4,4,5,4,2,4,4,4,4,4,4,3,1,NA,NA,NA,NA,NA,NA,NA,5,4,2,2,5,3,"Online","Attractive","Not Dominant",119
2,2,1,2,2,1,1,2,3,4,1,3,3,7,7,1,3,2,2,2,4,NA,1,NA,NA,NA,NA,NA,NA,3,5,3,3,5,2,"Online","Not Attractive","Dominant",120
2,3,4,3,4,3,3,4,2,4,2,3,3,5,5,2,2,2,2,2,4,NA,NA,NA,1,NA,NA,NA,NA,4,3,5,3,5,5,"Online","Not Attractive","Not Dominant",121
2,4,3,3,3,5,4,3,4,5,3,3,3,6,5,4,4,4,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,5,5,6,6,5,7,"Online","Attractive","Not Dominant",122
2,3,3,2,3,3,2,4,3,3,2,3,3,3,4,2,2,3,2,3,2,1,NA,NA,NA,NA,NA,NA,NA,5,2,2,1,2,5,"Online","Attractive","Not Dominant",123
2,5,4,4,4,5,3,4,4,5,4,5,5,6,6,4,4,5,5,4,5,NA,1,NA,NA,NA,NA,NA,NA,5,4,5,5,6,6,"Online","Not Attractive","Dominant",124
1,4,5,3,2,3,5,3,2,3,5,3,1,6,3,5,3,1,4,3,5,NA,NA,NA,NA,NA,NA,NA,1,2,6,4,3,6,5,"Online","Not Attractive","Not Dominant",125
1,1,1,1,1,2,1,1,2,1,1,1,1,3,1,3,3,3,3,3,4,NA,NA,NA,NA,NA,1,NA,NA,2,2,2,2,2,1,"Online","Not Attractive","Dominant",126
1,5,5,5,5,5,4,4,4,3,3,4,4,3,7,4,4,2,2,4,4,NA,NA,NA,NA,NA,NA,1,NA,6,6,5,4,5,4,"Online","Attractive","Dominant",127
2,4,4,4,4,5,4,4,4,4,2,4,4,6,5,3,3,2,2,2,2,NA,NA,NA,1,NA,NA,NA,NA,4,2,4,5,5,4,"Online","Not Attractive","Not Dominant",128
2,4,3,3,3,3,2,4,3,1,3,3,4,2,2,5,5,4,4,5,4,NA,NA,1,NA,NA,NA,NA,NA,2,2,2,2,3,2,"Online","Attractive","Dominant",129
2,3,2,2,2,2,2,2,2,1,2,1,2,3,4,4,4,4,4,4,3,NA,NA,1,NA,NA,NA,NA,NA,3,4,2,2,4,4,"Online","Attractive","Dominant",130
1,5,4,5,4,3,5,5,5,2,1,4,5,5,2,3,5,4,4,5,2,NA,NA,NA,NA,1,NA,NA,NA,1,1,1,1,1,2,"Online","Attractive","Not Dominant",131
2,4,4,5,5,5,4,5,4,5,5,5,5,3,3,4,2,5,3,3,2,1,NA,NA,NA,NA,NA,NA,NA,4,5,4,5,4,5,"Online","Attractive","Not Dominant",132
2,3,4,3,4,4,1,2,1,4,1,3,4,6,2,3,2,2,1,3,2,NA,NA,NA,1,NA,NA,NA,NA,5,5,5,4,5,4,"Online","Not Attractive","Not Dominant",133
2,3,2,2,2,4,2,2,4,2,2,2,2,6,3,5,5,5,4,5,5,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,"Online","Attractive","Dominant",134
2,5,3,4,4,3,2,2,3,5,3,2,2,7,6,2,2,4,2,4,4,NA,1,NA,NA,NA,NA,NA,NA,6,6,6,5,6,5,"Online","Not Attractive","Dominant",135
2,1,4,1,1,4,4,5,2,2,1,2,2,4,4,3,5,5,5,5,5,NA,1,NA,NA,NA,NA,NA,NA,4,4,4,3,4,2,"Online","Not Attractive","Dominant",136
1,3,2,3,3,2,3,3,3,3,2,1,3,6,7,4,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,1,5,7,5,5,6,4,"Online","Not Attractive","Not Dominant",137
2,4,3,4,4,4,3,4,4,3,4,5,5,4,5,3,2,1,2,2,3,NA,NA,NA,1,NA,NA,NA,NA,3,3,2,2,4,2,"Online","Not Attractive","Not Dominant",138
2,2,1,2,1,1,1,1,1,1,1,1,1,4,6,3,3,3,2,2,4,NA,NA,NA,1,NA,NA,NA,NA,6,6,6,7,6,7,"Online","Not Attractive","Not Dominant",139
2,4,4,5,4,4,5,5,5,3,5,5,5,5,5,4,4,3,3,2,4,1,NA,NA,NA,NA,NA,NA,NA,3,5,5,5,5,3,"Online","Attractive","Not Dominant",140
2,4,4,4,3,5,5,5,4,2,3,5,5,4,6,4,1,2,3,4,5,NA,NA,1,NA,NA,NA,NA,NA,6,7,7,1,6,7,"Online","Attractive","Dominant",141
