"StartDate","EndDate","Status","IPAddress","Progress","Duration__in_seconds_","Finished","RecordedDate","ResponseId","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q2","Q3","Q4","Q4_3_TEXT","Q5","Q6","Q6_4_TEXT","Q7","Q8","Q9","Q23","Q24","Q25","Q26","Q27","Q28","Q29","Q30","Q31","Q32","Q33","Q34","Q36","Q37","Q39","Q40","Q41","Q42","Q43","Q44","Q46","Q47","Q48","Q49","Q50","Q51","Q93","Q94","Q95","Q96","Q97","Q98","FL_73_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_73_DO_Scenario14_nondominantandattractivefemaleforhomosexuals","FL_73_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_73_DO_Scenario16_nondominantandunattractivefemaleforhomosexua","FL_66_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_66_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_66_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_66_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_60_DO_Scenario_attractiveandnon_dominantmale","FL_60_DO_Scenario3_dominantandunattractivemale","FL_60_DO_Scenario5_attractiveandnotdominantfemale","FL_60_DO_Scenario7_unattractiveanddominantfemale","FL_60_DO_Scenario8_unattractiveandnotdominantfemale","FL_60_DO_Scenario6_attractiveanddominantfemale","FL_60_DO_Scenario4_NotDominantandUnattractivemale","FL_60_DO_Scenario1_attractiveanddominantmale","FL_60_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_60_DO_Scenario14_nondominantandattractivefemaleforhomosexuals","FL_60_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_60_DO_Scenario16_nondominantandunattractivefemaleforhomosexua","FL_60_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_60_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_60_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_60_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_337_DO_Selfperceivedmatingsuccessscale","FL_337_DO_Debrief","FL_337_DO_SelfperceivedmatingsuccessforHomosexuals","FL_379_DO_Scenario_attractiveandnon_dominantmale","FL_379_DO_Scenario3_dominantandunattractivemale","FL_379_DO_Scenario5_attractiveandnotdominantfemale","FL_379_DO_Scenario7_unattractiveanddominantfemale","FL_379_DO_Scenario1_attractiveanddominantmale","FL_379_DO_Scenario4_NotDominantandUnattractivemale","FL_379_DO_Scenario6_attractiveanddominantfemale","FL_379_DO_Scenario8_unattractiveandnotdominantfemale","FL_379_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_379_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_379_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_379_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_379_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_379_DO_Scenario14_nondominantandattractivefemaleforhomosexual","FL_379_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_379_DO_Scenario16_nondominantandunattractivefemaleforhomosexu","FL_399_DO_Selfperceivedmatingsuccessscale","FL_399_DO_SelfperceivedmatingsuccessforHomosexuals","FL_50_DO_Scenario1_attractiveanddominantmale","FL_50_DO_Scenario_attractiveandnon_dominantmale","FL_50_DO_Scenario3_dominantandunattractivemale","FL_50_DO_Scenario4_NotDominantandUnattractivemale","FL_50_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_50_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_50_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_50_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_339_DO_Selfperceivedmatingsuccessscale","FL_339_DO_SelfperceivedmatingsuccessforHomosexuals","FL_46_DO_Scenario5_attractiveandnotdominantfemale","FL_46_DO_Scenario6_attractiveanddominantfemale","FL_46_DO_Scenario7_unattractiveanddominantfemale","FL_46_DO_Scenario8_unattractiveandnotdominantfemale","FL_46_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_46_DO_Scenario14_nondominantandattractivefemaleforhomosexuals","FL_46_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_46_DO_Scenario16_nondominantandunattractivefemaleforhomosexua","FL_342_DO_Selfperceivedmatingsuccessscale","FL_342_DO_SelfperceivedmatingsuccessforHomosexuals","FL_42_DO_Scenario_attractiveandnon_dominantmale","FL_42_DO_Scenario1_attractiveanddominantmale","FL_42_DO_Scenario3_dominantandunattractivemale","FL_42_DO_Scenario4_NotDominantandUnattractivemale","FL_42_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_42_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_42_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_42_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_344_DO_Selfperceivedmatingsuccessscale","FL_344_DO_SelfperceivedmatingsuccessforHomosexuals","FL_36_DO_Scenario5_attractiveandnotdominantfemale","FL_36_DO_Scenario7_unattractiveanddominantfemale","FL_36_DO_Scenario6_attractiveanddominantfemale","FL_36_DO_Scenario8_unattractiveandnotdominantfemale","FL_36_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_36_DO_Scenario14_nondominantandattractivefemaleforhomosexuals","FL_36_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_36_DO_Scenario16_nondominantandunattractivefemaleforhomosexua","FL_346_DO_Selfperceivedmatingsuccessscale","FL_346_DO_SelfperceivedmatingsuccessforHomosexuals","FL_32_DO_Scenario5_attractiveandnotdominantfemale","FL_32_DO_Scenario7_unattractiveanddominantfemale","FL_32_DO_Scenario6_attractiveanddominantfemale","FL_32_DO_Scenario8_unattractiveandnotdominantfemale","FL_32_DO_Scenario13_dominantandattractivefemaleforhomosexuals","FL_32_DO_Scenario14_nondominantandattractivefemaleforhomosexuals","FL_32_DO_Scenario15_dominantandunattractivefemaleforhomosexuals","FL_32_DO_Scenario16_nondominantandunattractivefemaleforhomosexua","FL_348_DO_Selfperceivedmatingsuccessscale","FL_348_DO_SelfperceivedmatingsuccessforHomosexuals","FL_28_DO_Scenario_attractiveandnon_dominantmale","FL_28_DO_Scenario3_dominantandunattractivemale","FL_28_DO_Scenario1_attractiveanddominantmale","FL_28_DO_Scenario4_NotDominantandUnattractivemale","FL_28_DO_Scenario9_dominantandattractivemaleforhomosexuals","FL_28_DO_Scenario10_nondominantandattractivemaleforhomosexuals","FL_28_DO_Scenario11_dominantunattractivemaleforhomosexuals","FL_28_DO_Scenario12_nondominantunattractivemaleforhomosexuals","FL_351_DO_Selfperceivedmatingsuccessscale","FL_351_DO_SelfperceivedmatingsuccessforHomosexuals","FL_21_DO_Scenario5_attractiveandnotdominantfemale","FL_21_DO_Scenario7_unattractiveanddominantfemale","FL_21_DO_Scenario6_attractiveanddominantfemale","FL_21_DO_Scenario8_unattractiveandnotdominantfemale","FL_17_DO_Scenario_attractiveandnon_dominantmale","FL_17_DO_Scenario3_dominantandunattractivemale","FL_17_DO_Scenario1_attractiveanddominantmale","FL_17_DO_Scenario4_NotDominantandUnattractivemale"
2018-04-09 07:22:19,2018-04-09 07:27:03,0,"",100,283,1,2018-04-09 07:27:04,"R_33D7lhGzekG8d4e","","","","","","","anonymous","EN",1,"",2,"",22,1,"",1,2,"",3,3,3,2,2,3,3,3,3,2,3,3,5,6,3,3,2,3,3,4,NA,NA,NA,NA,NA,NA,5,5,5,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2018-04-09 07:22:09,2018-04-09 07:27:14,0,"",100,304,1,2018-04-09 07:27:14,"R_3R49MCbeoYC7OJL","","","","","","","anonymous","EN",1,"",1,"",25,1,"",2,2,"",2,3,2,2,4,1,2,3,1,4,3,3,3,3,3,5,4,5,4,4,NA,NA,NA,NA,NA,NA,2,2,2,1,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018-04-09 07:31:51,2018-04-09 07:36:53,0,"",100,301,1,2018-04-09 07:36:54,"R_3hcPBGbu4tW0aca","","","","","","","anonymous","EN",1,"",1,"",21,1,"",1,1,"Geography and Planning",4,2,3,3,4,3,3,3,3,4,3,4,3,4,4,4,3,4,4,2,NA,NA,NA,NA,NA,NA,5,4,4,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2018-04-09 07:32:40,2018-04-09 07:38:36,0,"",100,355,1,2018-04-09 07:38:37,"R_2VwJ7X8bopopu71","","","","","","","anonymous","EN",1,"",2,"",22,1,"",2,2,"",3,3,2,5,4,2,3,5,2,2,3,3,4,5,2,4,4,4,4,5,NA,NA,NA,NA,NA,NA,4,5,3,5,5,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2018-04-09 08:38:33,2018-04-09 08:47:36,0,"",100,543,1,2018-04-09 08:47:38,"R_1rueaTGUxKknVfo","","","","","","","anonymous","EN",1,"",2,"",21,1,"",2,2,"",4,2,4,3,5,4,3,5,3,4,3,2,3,5,3,4,4,4,4,3,NA,NA,NA,NA,NA,NA,6,6,5,4,6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2018-04-09 09:28:29,2018-04-09 09:36:15,0,"",100,465,1,2018-04-09 09:36:16,"R_3J2z2uUaJqkatXp","","","","","","","anonymous","EN",1,"",2,"",25,1,"",2,1,"Certificate in education and training (part time)",2,1,2,1,2,1,1,2,1,1,2,2,2,4,2,2,3,3,2,3,NA,NA,NA,NA,NA,NA,5,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2018-04-09 11:42:12,2018-04-09 11:56:07,0,"",100,834,1,2018-04-09 11:56:08,"R_3FKGp77HdJSip00","","","","","","","anonymous","EN",1,"",2,"",26,1,"",2,1,"At Northumbria University (Newcastle), UK",2,2,2,2,3,3,3,2,2,3,1,2,2,2,5,4,4,4,5,5,NA,NA,NA,NA,NA,NA,2,3,3,3,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2018-04-09 11:59:44,2018-04-09 12:03:37,0,"",100,233,1,2018-04-09 12:03:38,"R_2qC1M9ku6hKw34V","","","","","","","anonymous","EN",1,"",2,"",22,1,"",2,1,"Archival Studies, Masters Degree",4,2,2,3,2,2,2,2,3,3,3,3,4,4,3,3,3,3,3,3,NA,NA,NA,NA,NA,NA,3,4,2,2,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2018-04-09 12:16:19,2018-04-09 12:21:16,0,"",100,296,1,2018-04-09 12:21:17,"R_V2LIhx2Eyd36ppf","","","","","","","anonymous","EN",1,"",1,"",23,1,"",1,2,"",2,2,3,2,3,2,2,3,3,1,1,2,5,3,2,4,4,4,5,2,NA,NA,NA,NA,NA,NA,6,5,5,5,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA
2018-04-09 12:18:27,2018-04-09 12:29:51,0,"",100,683,1,2018-04-09 12:29:55,"R_1oGtfKZstOzgINu","","","","","","","anonymous","EN",1,"",2,"",25,1,"",1,1,"University of Belgrade",4,4,4,4,4,4,4,4,4,4,4,4,4,6,4,4,4,4,3,4,NA,NA,NA,NA,NA,NA,5,6,5,5,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2018-04-09 13:22:15,2018-04-09 13:31:53,0,"",100,578,1,2018-04-09 13:31:54,"R_urofIrZwuGspnfH","","","","","","","anonymous","EN",1,"",1,"",25,1,"",1,2,"",2,2,3,2,3,3,2,2,3,2,2,4,6,4,4,3,4,4,4,3,NA,NA,NA,NA,NA,NA,5,5,2,2,5,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2018-04-09 13:19:57,2018-04-09 13:40:09,0,"",100,1212,1,2018-04-09 13:40:10,"R_2A0DAUNcOGiTPwU","","","","","","","anonymous","EN",1,"",2,"",25,1,"",1,2,"",2,1,1,1,2,1,2,2,2,1,1,2,6,7,4,3,4,3,4,5,NA,NA,NA,NA,NA,NA,5,5,4,3,5,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2018-04-09 13:16:23,2018-04-09 13:40:10,0,"",100,1427,1,2018-04-09 13:40:12,"R_5z3ZHPAImmE1ADD","","","","","","","anonymous","EN",1,"",2,"",26,1,"",1,1,"In Serbia, University of Belgrade, Technical faculty in Bor",5,5,5,5,5,4,5,5,5,3,5,5,3,4,4,4,4,3,5,4,NA,NA,NA,NA,NA,NA,6,5,6,5,7,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
2018-04-09 14:11:20,2018-04-09 14:14:30,0,"",100,189,1,2018-04-09 14:14:31,"R_2WIOIzjvKOUNZKN","","","","","","","anonymous","EN",1,"",2,"",22,1,"",2,2,"",4,4,5,5,4,3,4,4,5,2,4,4,7,7,3,3,4,3,4,3,NA,NA,NA,NA,NA,NA,6,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
2018-04-09 14:18:53,2018-04-09 14:25:23,0,"",100,390,1,2018-04-09 14:25:24,"R_1diPZQ0oZ4FXJIJ","","","","","","","anonymous","EN",1,"",1,"",25,1,"",1,2,"",2,1,2,2,1,1,1,2,1,1,1,1,4,6,2,2,2,2,3,2,NA,NA,NA,NA,NA,NA,5,5,5,5,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
2018-04-09 14:22:24,2018-04-09 14:26:39,0,"",100,254,1,2018-04-09 14:26:41,"R_2RTYku9aV9U7Uhn","","","","","","","anonymous","EN",1,"",2,"",22,1,"",1,1,"Huddersfield",2,2,2,2,4,2,3,2,3,2,4,4,3,5,4,4,4,4,4,4,NA,NA,NA,NA,NA,NA,5,2,2,2,5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA
2018-04-09 17:30:52,2018-04-09 17:35:42,0,"",100,290,1,2018-04-09 17:35:43,"R_1Ol5zFDxpkcQifa","","","","","","","anonymous","EN",1,"",1,"",25,1,"",2,1," University of Belgrade, Faculty of Mathematics",1,1,1,1,2,1,1,1,1,1,1,1,7,7,3,4,4,5,3,4,NA,NA,NA,NA,NA,NA,4,3,5,4,4,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
2018-04-10 01:06:40,2018-04-10 01:17:03,0,"",100,622,1,2018-04-10 01:17:04,"R_1GH1NTLToAOzcV3","","","","","","","anonymous","EN",1,"",2,"",28,2,"",2,1,"Northumbria University",2,1,2,2,2,2,2,2,1,2,2,2,2,2,4,3,4,2,4,3,3,4,2,3,3,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2018-04-10 01:29:53,2018-04-10 01:33:10,0,"",100,197,1,2018-04-10 01:33:12,"R_2crEffMDhrWv517","","","","","","","anonymous","EN",1,"",2,"",25,1,"",1,1,"Psychology with Sports Science",1,1,1,1,1,1,1,1,1,1,1,1,7,6,3,4,4,4,4,1,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA
2018-04-10 03:10:03,2018-04-10 03:13:29,0,"",100,205,1,2018-04-10 03:13:30,"R_27OJHF0mT8Ee12R","","","","","","","anonymous","EN",1,"",2,"",23,1,"",2,1,"Northumbria university",2,1,1,1,2,1,1,2,1,1,1,1,7,7,4,4,4,3,5,4,NA,NA,NA,NA,NA,NA,6,6,6,6,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
